id,archivo,titular,fuente,fecha,url,cuerpo_completo,motivo_cuerpo,palabras_cuerpo,relevancia_prefiltro,motivo_prefiltro,tema_principal,tema_secundaria,ambito,tipo,horizonte,a_quien_afecta,por_que
52,noticias/20260923_052_ziehl-abegg-liderando-la-evolucion-del-movimiento-de-aire-en.md,ZIEHL-ABEGG: liderando la evolución del movimiento de aire en la agricultura,interempresas.net (descubierta),2026-09-23 00:00,https://www.interempresas.net/Horticola/663258-ZIEHL-ABEGG-liderando-la-evolucion-del-movimiento-de-aire-en-la-agricultura.html,si,,1013,fuera,No aparece el ámbito de la Agencia; candidata a descarte.,FUERA DE ÁMBITO,,,,,,Ventilación industrial para agricultura; no vivienda
53,noticias/20260922_053_lopez-miras-activa-16-millones-en-ayudas-al-alquiler-para-2-.md,López Miras activa 16 millones en ayudas al alquiler para 2.300 jóvenes de Murcia,moncloa.com (descubierta),2026-09-22 21:18,https://www.moncloa.com/2026/09/22/lopez-miras-ayudas-alquiler-murcia-3436039/,si,,858,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Financiación pública,Políticas de vivienda,autonómico,financiación,inmediato,Área de ayudas / financiación,Ayudas autonómicas al alquiler joven en Murcia (ampliación de la noticia 19)
54,noticias/20260922_054_el-ritual-de-limpieza-energetica-para-el-otono-asi-atraes-lo.md,El ritual de limpieza energética para el otoño: así atraes lo bueno a tu casa y a tu vida,que.es (descubierta),2026-09-22 20:15,https://www.que.es/2026/09/22/ritual-limpieza-energetica-otono/,si,,660,fuera,No aparece el ámbito de la Agencia; candidata a descarte.,FUERA DE ÁMBITO,,,,,,Ritual esotérico de limpieza doméstica; sin relación con vivienda
55,noticias/20260922_055_las-ayudas-de-hasta-14-000-euros-para-cambiar-ventanas-plazo.md,Las ayudas de hasta 14.000 euros para cambiar ventanas: plazo abierto hasta el 30 de septiembre,que.es (descubierta),2026-09-22 20:01,https://www.que.es/2026/09/22/ayudas-cambiar-ventanas-plazo-2026/,si,,689,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Financiación pública,Políticas de vivienda,autonómico,financiación,inmediato,Área de rehabilitación / ayudas,Ayudas navarras a la rehabilitación energética y la accesibilidad de la vivienda
56,noticias/20260922_056_espana-creara-la-mayor-gigafactoria-de-ia-del-sur-de-europa-.md,España creará la mayor gigafactoría de IA del sur de Europa: 100.000 aceleradores para un proyecto histórico,elespanol.com (descubierta),2026-09-22 18:01,https://www.elespanol.com/omicrono/20260922/espana-creara-mayor-gigafactoria-ia-sur-europa-aceleradores-proyecto-historico/1003744392074_0.html,si,,506,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.,FUERA DE ÁMBITO,,,,,,"Gigafactoría de inteligencia artificial; infraestructura digital, no vivienda"
57,noticias/20260922_057_madrid-licitara-la-tercera-fase-del-plan-suma-vivienda-antes.md,Madrid licitará la tercera fase del Plan Suma Vivienda antes de fin de año,moncloa.com (descubierta),2026-09-22 15:44,https://www.moncloa.com/2026/09/22/plan-suma-vivienda-madrid-tercera-fase-3435897/,si,,824,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Políticas de vivienda,Proyectos e innovación técnica,local,proyecto,medio,Dirección de planificación AVRA,Modelo de suelo público y derechos de superficie para alquiler asequible en Madrid
58,noticias/20260922_058_ayuso-increpada-con-bombas-fetidas-y-panfletos-durante-una-f.md,"Ayuso, increpada con bombas fétidas y panfletos durante una feria inmobiliaria en Madrid",eldiariodemadrid.es (descubierta),2026-09-22 16:57,https://www.eldiariodemadrid.es/articulo/sucesos-en-madrid/ayuso-increpada-bombas-fetidas-panfletos-feria-inmobiliaria-madrid/20260922165748142121.html,si,,487,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Necesidades sociales y de vivienda,Políticas de vivienda,local,social,inmediato,Comunicación / relaciones institucionales,Protesta social contra la política de vivienda en una feria inmobiliaria de Madrid
59,noticias/20260922_059_el-alojamiento-flexible-protagoniza-en-madrid-su-debate-mas-.md,"El alojamiento flexible protagoniza en Madrid su debate más amplio: crecimiento, inversión, producto y regulación",Brains Real Estate News,2026-09-22 14:19,https://brainsre.news/alojamiento-flexible-madrid-inversion-producto-leyes/,si,,531,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.,Eventos,Mercados y economía,estatal,evento,inmediato,Área de estudios de mercado,Foro sectorial sobre inversión en alojamiento flexible; tendencia de mercado
60,noticias/20260922_060_sistemas-de-aluminio-technal-para-una-rehabilitacion-circula.md,Sistemas de aluminio Technal para una rehabilitación circular y eficiente,interempresas.net (descubierta),2026-09-22 15:58,https://www.interempresas.net/Cerramientos_y_ventanas/663856-Sistemas-de-aluminio-Technal-para-una-rehabilitacion-circular-y-eficiente.html,si,,828,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Proyectos e innovación técnica,,europeo,tecnología,medio,Área técnica de rehabilitación,Sistemas de aluminio reciclado para rehabilitación energética de edificios
61,noticias/20260922_061_este-es-el-barrio-mas-caro-del-mundo-una-inversion-de-2-000-.md,Este es el barrio más caro del mundo: una inversión de 2.000 millones y el metro cuadrado supera los 100.000 euros,20minutos - Vivienda,2026-09-22 15:47,https://www.20minutos.es/vivienda/barrio-mas-caro-mundo-inversion-2-000-millones-metro-cuadrado-supera-100-000-euros_7039719_0.html,si,,623,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,FUERA DE ÁMBITO,,,,,,"Barrio de lujo en Mónaco; mercado internacional de alta gama, sin relación con la Agencia"
62,noticias/20260922_062_bombas-fetidas-y-panfletos-contra-ayuso-en-the-district-la-p.md,Bombas fétidas y panfletos contra Ayuso en The District: la protesta por la vivienda llega a Madrid,moncloa.com (descubierta),2026-09-22 13:17,https://www.moncloa.com/2026/09/22/ayuso-protesta-vivienda-the-district-3435825/,si,,809,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Necesidades sociales y de vivienda,Políticas de vivienda,local,social,inmediato,Comunicación / relaciones institucionales,Protesta del Sindicato de Inquilinas contra la política de vivienda en una feria inmobiliaria
63,noticias/20260922_063_arima-triplica-su-beneficio-neto-hasta-los-17-8-millones-en-.md,"Árima triplica su beneficio neto hasta los 17,8 millones en el primer semestre de 2026",Brains Real Estate News,2026-09-22 11:48,https://brainsre.news/arima-triplica-beneficio-neto-hasta-17-8-millones/,si,,691,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.,FUERA DE ÁMBITO,,,,,,Resultados financieros de una socimi de oficinas; no vivienda social
64,noticias/20260922_064_el-influencer-piso-por-stories-quiere-pagar-su-casa-con-dos-.md,El 'influencer piso por stories': quiere pagar su casa con dos historias al día y el meme del alquiler estalla,que.es (descubierta),2026-09-22 11:35,https://www.que.es/2026/09/22/influencer-piso-por-stories/,si,,672,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Necesidades sociales y de vivienda,Mercados y economía,estatal,social,inmediato,Comunicación,Meme viral sobre el coste de la vivienda con datos reales de acceso de jóvenes
65,noticias/20260922_065_joivy-inicia-una-nueva-etapa-tras-nombrar-a-anna-casiraghi-n.md,Joivy inicia una nueva etapa tras nombrar a Anna Casiraghi nueva consejera delegada,Brains Real Estate News,2026-09-22 11:29,https://brainsre.news/joivy-nombra-anna-casiraghi-nueva-consejera-delegada/,si,,745,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.,FUERA DE ÁMBITO,,,,,,Nombramiento de CEO de una plataforma europea de alquiler flexible; no vivienda social española
66,noticias/20260922_066_top-gestion-y-the-residential-club-impulsan-un-coliving-en-m.md,Top Gestión y The Residential Club impulsan un coliving en Málaga,Brains Real Estate News,2026-09-22 11:23,https://brainsre.news/top-gestion-the-residential-club-coliving-en-malaga/,si,,641,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Mercados y economía,Necesidades sociales y de vivienda,local,proyecto,inmediato,Área de estudios de mercado,Nuevo coliving en Málaga; presión sobre el alquiler tradicional en Andalucía
67,noticias/20260922_067_el-parlament-balear-confronta-la-politica-de-vivienda-de-pro.md,El Parlament balear confronta la política de vivienda de Prohens: Baleares estudia limitar la compra a no residentes,moncloa.com (descubierta),2026-09-22 10:41,https://www.moncloa.com/2026/09/22/vivienda-baleares-prohens-parlament-no-residentes-3435733/,si,,762,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Políticas de vivienda,,autonómico,normativa,medio,Dirección / planificación normativa,Baleares estudia limitar la compra de vivienda a no residentes; precedente regulatorio
68,noticias/20260922_068_taylor-wimpey-invertira-10-millones-en-18-viviendas-sostenib.md,Taylor Wimpey invertirá 10 millones en 18 viviendas sostenibles en Mallorca con aerotermia,que.es (descubierta),2026-09-22 10:33,https://www.que.es/2026/09/22/viviendas-sostenibles-mallorca-taylor-wimpey/,si,,678,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Proyectos e innovación técnica,,autonómico,proyecto,medio,Área técnica,Promoción de obra nueva con aerotermia en Mallorca; eficiencia energética de gama alta
69,noticias/20260922_069_dunas-capital-vende-a-sicore-real-assets-una-plataforma-logi.md,Dunas Capital vende a Sicore Real Assets una plataforma logística en Loriguilla (Valencia),Brains Real Estate News,2026-09-22 10:16,https://brainsre.news/dunas-capital-vende-sicore-plataforma-logistica/,si,,622,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,FUERA DE ÁMBITO,,,,,,"Venta de una plataforma logística en Valencia; activo industrial, no vivienda"
70,noticias/20260922_070_sumar-fuerza-las-zonas-tensionadas-en-aragon-recurso-contra-.md,Sumar fuerza las zonas tensionadas en Aragón: recurso contra Azcón y el pulso con las comunidades del PP-Vox,moncloa.com (descubierta),2026-09-22 10:08,https://www.moncloa.com/2026/09/22/sumar-zonas-tensionadas-pp-vox-recurso-3435718/,si,,716,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Políticas de vivienda,,autonómico,normativa,inmediato,Dirección jurídica / planificación,Recurso judicial contra el veto de Aragón a las zonas tensionadas de la Ley de Vivienda
71,noticias/20260922_071_colombia-busca-inversion-espanola-en-nueva-york-presenta-su-.md,Colombia busca inversión española en Nueva York: presenta su oferta ante el CEAPI,moncloa.com (descubierta),2026-09-22 10:07,https://www.moncloa.com/2026/09/22/inversion-espanola-colombia-ceapi-nueva-york-3435713/,si,,621,fuera,No aparece el ámbito de la Agencia; candidata a descarte.,FUERA DE ÁMBITO,,,,,,Búsqueda de inversión española en Colombia; sin relación con vivienda
72,noticias/20260922_072_el-ahorro-para-la-entrada-de-una-vivienda-supera-los-15-anos.md,El ahorro para la entrada de una vivienda supera los 15 años,Inmodiario,2026-09-22 09:41,https://inmodiario.com/196/87182/el-ahorro-para-la-entrada-de-una-vivienda-supera-los-15-anos/,si,,1047,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Necesidades sociales y de vivienda,Mercados y economía,estatal,social,inmediato,Área de estudios,Años de ahorro necesarios para la entrada de una vivienda en España
73,noticias/20260922_073_anna-duran-se-incorpora-a-colliers-como-directora-de-valuati.md,Anna Duran se incorpora a Colliers como directora de Valuation & Consulting,Brains Real Estate News,2026-09-22 09:38,https://brainsre.news/anna-duran-colliers-directora-valuation-consulting/,si,,667,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.,FUERA DE ÁMBITO,,,,,,Nombramientos en consultoras inmobiliarias; no vivienda social
74,noticias/20260922_074_las-oficinas-espanolas-incorporan-sostenibilidad-y-bienestar.md,Las oficinas españolas incorporan sostenibilidad y bienestar desde el diseño,Inmodiario,2026-09-22 09:35,https://inmodiario.com/185/87179/las-oficinas-espanolas-incorporan-sostenibilidad-y-bienestar-desde-el-diseno/,si,,1109,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.,FUERA DE ÁMBITO,,,,,,Certificación de sostenibilidad de edificios de oficinas; no vivienda
75,noticias/20260922_075_el-alojamiento-flexible-centra-el-debate-sobre-inversion-y-c.md,El alojamiento flexible centra el debate sobre inversión y crecimiento del sector,Inmodiario,2026-09-22 09:28,https://inmodiario.com/147/87177/el-alojamiento-flexible-centra-el-debate-sobre-inversion-y-crecimiento-del-sector/,si,,780,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.,Eventos,Mercados y economía,estatal,evento,inmediato,Área de estudios de mercado,Foro sectorial sobre alojamiento flexible (misma noticia que la 59)
76,noticias/20260922_076_canaveral-11-suma-45-viviendas-publicas-de-alquiler-asequibl.md,Cañaveral 11 suma 45 viviendas públicas de alquiler asequible,Inmodiario,2026-09-22 09:18,https://inmodiario.com/203/87175/canaveral-11-suma-45-viviendas-publicas-de-alquiler-asequible/,si,,918,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Proyectos e innovación técnica,Políticas de vivienda,local,proyecto,inmediato,Área de planificación / proyectos,45 viviendas públicas con renta limitada al 30% de ingresos en Madrid
77,noticias/20260922_077_la-formacion-prepara-al-sector-para-la-construccion-industri.md,La formación prepara al sector para la construcción industrializada,Inmodiario,2026-09-22 09:12,https://inmodiario.com/168/87173/la-formacion-prepara-al-sector-para-la-construccion-industrializada/,si,,734,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.,Proyectos e innovación técnica,,estatal,evento,medio,Área técnica,Plan de formación en construcción industrializada
78,noticias/20260922_078_el-forbes-economic-summit-situa-al-inmobiliario-en-el-centro.md,El Forbes Economic Summit sitúa al inmobiliario en el centro de la competitividad,Inmodiario,2026-09-22 09:05,https://inmodiario.com/191/87170/el-forbes-economic-summit-situa-al-inmobiliario-en-el-centro-de-la-competitividad/,si,,985,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Políticas de vivienda,Mercados y economía,estatal,evento,medio,Dirección / planificación,Debate empresarial sobre agilizar suelo público para construir más vivienda
79,noticias/20260922_079_iba-capital-partners-adquiere-un-edificio-de-oficinas-en-la-.md,IBA Capital Partners adquiere un edificio de oficinas en La Moraleja,Inmodiario,2026-09-22 08:56,https://inmodiario.com/185/87167/iba-capital-partners-adquiere-un-edificio-de-oficinas-en-la-moraleja/,si,,823,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.,FUERA DE ÁMBITO,,,,,,Adquisición de un edificio de oficinas en Alcobendas; no vivienda
80,noticias/20260922_080_la-hipoteca-continua-siendo-la-llave-de-acceso-a-la-vivienda.md,La hipoteca continúa siendo la llave de acceso a la vivienda para dos de cada tres compradores,Fotocasa Research,2026-09-22 07:50,https://www.fotocasa.es/fotocasa-life/compraventa/hipoteca-llave-acceso-vivienda-dos-cada-tres-compradores/,si,,627,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Mercados y economía,,estatal,mercado,inmediato,Área de estudios,Perfil del hipotecado español: financiación bancaria y ahorro como barreras
81,noticias/20260922_081_cuantas-horas-debes-dormir-a-partir-de-octubre-el-reajuste-d.md,¿Cuántas horas debes dormir a partir de octubre? El reajuste de horarios para levantarte con energía,que.es (descubierta),2026-09-22 07:26,https://www.que.es/2026/09/22/octubre-ritmo-circadiano-horas-dormir/,si,,865,fuera,No aparece el ámbito de la Agencia; candidata a descarte.,FUERA DE ÁMBITO,,,,,,Cambio de hora y horas de sueño; sin relación con vivienda
82,noticias/20260922_082_trucos-para-decorar-un-salon-pequeno-9-ideas-que-haran-que-p.md,Trucos para decorar un salón pequeño: 9 ideas que harán que parezca más grande,Fotocasa Research,2026-09-22 07:00,https://www.fotocasa.es/fotocasa-life/hogar/decoracion/decorar-un-salon-pequeno/,si,,1072,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.,FUERA DE ÁMBITO,,,,,,Trucos de decoración de un salón pequeño; sin relación con política de vivienda
83,noticias/20260922_083_callosa-de-segura-el-pueblo-mas-barato-de-la-comunidad-valen.md,"Callosa de Segura, el pueblo más barato de la Comunidad Valenciana para comprar una casa",Fotocasa Research,2026-09-22 06:52,https://www.fotocasa.es/fotocasa-life/compraventa/callosa-de-segura-el-pueblo-mas-barato-de-la-comunidad-valenciana-para-comprar-una-casa/,si,,795,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Mercados y economía,,local,mercado,inmediato,Área de estudios,Precio de la vivienda en un municipio barato de la Comunidad Valenciana
84,noticias/20260922_084_la-brecha-entre-la-demanda-y-la-oferta-de-vivienda-en-espana.md,La brecha entre la demanda y la oferta de vivienda en España roza las 100.000 unidades al año,Fotocasa Research,2026-09-22 06:50,https://www.fotocasa.es/fotocasa-life/compraventa/brecha-demanda-oferta-vivienda-espana-roza-100-000-unidades-ano/,si,,725,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Mercados y economía,Necesidades sociales y de vivienda,estatal,mercado,medio,Área de estudios / planificación,Brecha estructural entre creación de hogares y visados de obra nueva en España
85,noticias/20260922_085_vivienda-asequible-en-el-pais-vasco-2-000-millones-publicos-.md,Vivienda asequible en el País Vasco: 2.000 millones públicos para 10.000 pisos,que.es (descubierta),2026-09-22 06:10,https://www.que.es/2026/09/22/vivienda-asequible-pais-vasco-fondo/,si,,598,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Financiación pública,Políticas de vivienda,autonómico,financiación,largo,Dirección de planificación AVRA,Fondo Social de Vivienda vasco: 2.000M€ y derechos de superficie para 10.000 pisos
86,noticias/20260922_086_la-crisis-de-vivienda-en-ibiza-obliga-a-dormir-entre-nichos-.md,La crisis de vivienda en Ibiza obliga a dormir entre nichos del cementerio de Sant Jordi,que.es (descubierta),2026-09-22 06:02,https://www.que.es/2026/09/22/crisis-vivienda-ibiza-sin-hogar/,si,,769,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Necesidades sociales y de vivienda,,autonómico,social,inmediato,Área social,Crisis de sinhogarismo en Ibiza ligada al coste de la vivienda
87,noticias/20260922_087_decoracion-off-campus-asi-puedes-copiar-el-estilo-del-dormit.md,Decoración Off Campus: así puedes copiar el estilo del dormitorio de Hannah Wells,Fotocasa Research,2026-09-22 06:00,https://www.fotocasa.es/fotocasa-life/hogar/decoracion/decoracion-off-campus/,si,,748,fuera,No aparece el ámbito de la Agencia; candidata a descarte.,FUERA DE ÁMBITO,,,,,,Inspiración de decoración de una serie de televisión; sin relación con vivienda
88,noticias/20260922_088_sika-completa-la-adquisicion-de-akkim-y-refuerza-su-oferta-d.md,Sika completa la adquisición de Akkim y refuerza su oferta de adhesivos y selladores,Construible,2026-09-22 02:00,https://www.construible.es/2026/09/22/sika-completa-adquisicion-akkim-y-refuerza-oferta-adhesivos-y-selladores,si,,445,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.,FUERA DE ÁMBITO,,,,,,Adquisición de un fabricante de adhesivos industriales; no vivienda
89,noticias/20260922_089_itercon-incorpora-inteligencia-artificial-para-reforzar-la-s.md,ITERCON incorpora inteligencia artificial para reforzar la seguridad laboral en obra,Construible,2026-09-22 02:00,https://www.construible.es/2026/09/22/itercon-incorpora-inteligencia-artificial-para-reforzar-seguridad-laboral-en-obra,si,,462,fuera,No aparece el ámbito de la Agencia; candidata a descarte.,FUERA DE ÁMBITO,,,,,,Sistema de IA para seguridad laboral en una obra de centro de datos; no vivienda
90,noticias/20260922_090_el-programa-rehabilitacion-a-nivel-de-barrio-beneficia-a-7-7.md,El programa Rehabilitación a nivel de barrio beneficia a 7.768 viviendas en 41 municipios de Madrid,Construible,2026-09-22 02:00,https://www.construible.es/2026/09/22/programa-rehabilitacion-nivel-barrio-beneficia-7-768-viviendas-41-municipios-madrid,si,,444,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Proyectos e innovación técnica,Financiación pública,autonómico,financiación,inmediato,Área de rehabilitación,Programa de rehabilitación de barrio: 7.768 viviendas en Madrid con fondos Next Generation
91,noticias/20260922_091_finaliza-la-rehabilitacion-integral-del-centro-civico-medina.md,Finaliza la rehabilitación integral del Centro Cívico Medina de Haro con mejoras de eficiencia y sostenibilidad,Construible,2026-09-22 02:00,https://www.construible.es/2026/09/22/finaliza-rehabilitacion-integral-centro-civico-medina-haro-mejoras-eficiencia-sostenibilidad,si,,359,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Proyectos e innovación técnica,,local,proyecto,inmediato,Área técnica AVRA,Rehabilitación energética de un centro cívico en Alcalá de Guadaíra (Sevilla)
92,noticias/20260922_092_baleares-recibe-46-proyectos-de-economia-circular-centrados-.md,Baleares recibe 46 proyectos de economía circular centrados en la gestión de residuos y el ecodiseño,Construible,2026-09-22 02:00,https://www.construible.es/2026/09/22/baleares-recibe-46-proyectos-economia-circular-centrados-gestion-residuos-ecodiseno,si,,406,fuera,No aparece el ámbito de la Agencia; candidata a descarte.,FUERA DE ÁMBITO,,,,,,"Ayudas a proyectos de economía circular en Baleares; gestión de residuos, no vivienda"
93,noticias/20260921_093_seis-proyectos-innovadores-en-edificacion-del-agua-reutiliza.md,Seis proyectos innovadores en edificación: del agua reutilizada al presupuesto automatizado,Innovando en la construccion,2026-09-21 17:41,https://innovandoenlaconstruccion.com/proyectos-innovadores-en-edificacion/,si,,1189,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Proyectos e innovación técnica,,estatal,tecnología,medio,Área técnica AVRA,"Seis proyectos de innovación en edificación, entre ellos una herramienta de normativa de suelo"
94,noticias/20260921_094_el-ministerio-de-vivienda-y-cgate-colaboraran-en-el-desarrol.md,El Ministerio de Vivienda y CGATE colaborarán en el desarrollo de iniciativas de formación y divulgación,Innovando en la construccion,2026-09-21 11:47,https://innovandoenlaconstruccion.com/convenio-ministerio-vivienda-cgate/,si,,455,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Políticas de vivienda,Eventos,estatal,normativa,medio,Relaciones institucionales / formación técnica,Convenio del Ministerio de Vivienda con el Consejo de la Arquitectura Técnica
95,noticias/20260921_095_los-pisos-compartidos-siguen-expandiendose-cada-vez-mas-espa.md,Los pisos compartidos siguen expandiéndose: cada vez más españoles recurren a esta fórmula,Fotocasa Research,2026-09-21 07:50,https://www.fotocasa.es/fotocasa-life/compartir-piso/pisos-compartidos-cada-vez-mas-espanoles-recurren-esta-formula/,si,,584,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Mercados y economía,,estatal,mercado,inmediato,Área de estudios,Expansión del alquiler de habitaciones como síntoma de tensión en el mercado
96,noticias/20260921_096_que-pasa-con-el-colegio-si-te-mudas-esto-es-lo-que-debes-hac.md,¿Qué pasa con el colegio si te mudas? Esto es lo que debes hacer para no perder la plaza,Fotocasa Research,2026-09-21 07:00,https://www.fotocasa.es/fotocasa-life/consultorio/cambiar-colegio-por-mudanza/,si,,1049,dudosa,Toca el ámbito de refilón: hay que leerla para decidir.,FUERA DE ÁMBITO,,,,,,"Trámite de escolarización al mudarse de vivienda; consultorio doméstico, no política"
97,noticias/20260921_097_gonzalo-bernardos-el-precio-de-la-vivienda-no-bajara-porque-.md,Gonzalo Bernardos: «El precio de la vivienda no bajará porque hay un gran desequilibrio entre demanda y oferta»,Fotocasa Research,2026-09-21 06:50,https://www.fotocasa.es/fotocasa-life/sector/gonzalo-bernardos-precio-vivienda-no-bajara-gran-desequilibrio-demanda-oferta/,si,,472,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Mercados y economía,,estatal,mercado,medio,Área de estudios,Análisis de un economista sobre la evolución del precio de la vivienda
98,noticias/20260921_098_leon-lidera-la-subida-del-precio-entre-las-capitales-una-viv.md,León lidera la subida del precio entre las capitales: una vivienda cuesta 39.000 euros más que hace un año,Fotocasa Research,2026-09-21 06:50,https://www.fotocasa.es/fotocasa-life/compraventa/leon-lidera-subida-precio-capitales-vivienda-cuesta-39-000-euros-mas-ano/,si,,665,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Mercados y economía,,local,mercado,inmediato,Área de estudios,León lidera la subida porcentual del precio de la vivienda entre capitales
99,noticias/20260921_099_es-necesario-obtener-el-permiso-de-la-comunidad-para-convert.md,¿Es necesario obtener el permiso de la comunidad para convertir un local en vivienda? Depende de los estatutos,Fotocasa Research,2026-09-21 06:07,https://www.fotocasa.es/fotocasa-life/consultorio/es-necesario-obtener-el-permiso-de-la-comunidad-para-convertir-un-local-en-vivienda/,si,,829,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Políticas de vivienda,Otras políticas públicas,estatal,normativa,medio,Área jurídica / planificación,Marco legal para convertir locales comerciales en vivienda; vía de ampliar el parque
100,noticias/20260920_100_la-contratacion-publica-supera-los-180-000-millones-y-exige-.md,La contratación pública supera los 180.000 millones y exige filtrar mejor las licitaciones,Inmodiario,2026-09-20 14:05,https://inmodiario.com/181/87165/la-contratacion-publica-supera-los-180-000-millones-y-exige-filtrar-mejor-las-licitaciones/,si,,1026,fuera,No aparece el ámbito de la Agencia; candidata a descarte.,FUERA DE ÁMBITO,,,,,,"Volumen de la contratación pública española; genérico, no específico de vivienda"
101,noticias/20260920_101_las-reformas-revalorizan-las-viviendas-antes-de-venderlas.md,Las reformas revalorizan las viviendas antes de venderlas,Inmodiario,2026-09-20 13:57,https://inmodiario.com/189/87162/las-reformas-revalorizan-las-viviendas-antes-de-venderlas/,si,,806,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Mercados y economía,,estatal,mercado,inmediato,Área de estudios,"Cómo las reformas, incluida la eficiencia energética, revalorizan la vivienda"
102,noticias/20260920_102_el-sobrecalentamiento-agrava-la-vulnerabilidad-de-millones-d.md,El sobrecalentamiento agrava la vulnerabilidad de millones de viviendas,Inmodiario,2026-09-20 13:51,https://inmodiario.com/194/87159/el-sobrecalentamiento-agrava-la-vulnerabilidad-de-millones-de-viviendas/,si,,1098,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Necesidades sociales y de vivienda,Proyectos e innovación técnica,estatal,social,medio,Área de rehabilitación / social,Sobrecalentamiento de 12 millones de viviendas antiguas como problema de protección social
103,noticias/20260920_103_cuando-eres-estudiante-y-el-alquiler-de-una-sola-habitacion-.md,"Cuando eres estudiante y el alquiler de una sola habitación se te dispara a casi 700 euros: ""¡Estaba desesperada por encontrar piso!""",20minutos - Vivienda,2026-09-20 07:57,https://www.20minutos.es/vivienda/cuando-eres-estudiante-alquiler-una-sola-habitacion-se-te-dispara-casi-700-euros-estaba-desesperada-por-encontrar-piso_7038391_0.html,si,,2043,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Necesidades sociales y de vivienda,Mercados y economía,estatal,social,inmediato,Área social / estudios,Precio del alquiler de habitaciones para estudiantes en grandes ciudades
104,noticias/20260919_104_la-casa-prefabricada-con-dos-plantas-diseno-moderno-y-grande.md,"La casa prefabricada con dos plantas, diseño moderno y grandes ventanas que puedes comprar en Amazon por 16.000 euros",20minutos - Vivienda,2026-09-19 18:30,https://www.20minutos.es/vivienda/casa-prefabricada-amazon-dos-plantas-moderna-16000-euros_7038873_0.html,si,,381,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,Proyectos e innovación técnica,,estatal,mercado,inmediato,Área técnica,Vivienda prefabricada de bajo coste vendida en Amazon; tendencia industrializada
105,noticias/20260919_105_el-psoe-a-acusa-a-la-junta-de-bloquear-136-millones-para-viv.md,El PSOE-A acusa a la Junta de bloquear 136 millones para vivienda en Andalucía,enandaluz.es (descubierta),2026-09-19 11:00,https://www.enandaluz.es/politica/61677-el-psoe-a-acusa-a-la-junta-de-bloquear-136-millones-para-vivienda-en-andalucia/,si,,335,alta,El ámbito de la Agencia aparece en el titular o de forma repetida.,"AVRA, imagen y posicionamiento",Financiación pública,autonómico,normativa,inmediato,Dirección General AVRA,El PSOE-A acusa a la Junta de bloquear fondos y cuestiona la ejecución de AVRA
